url,name,instructor,enroll,description,skills,relative,rate,time,level,image
https://www.coursera.org/learn/project-management-foundations,Foundations of Project Management,Google Career Certificates,"1,635,291","Describe project management skills, roles, and responsibilities across a variety of industriesExplain the project management life cycle and compare different program management methodologies Define organizational structure and organizational culture and explain how it impacts project management.","Project Management,Change Management,Strategic Thinking,Career Development,Organizational Culture","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.9,24 hours (approximately),Beginner level,
https://www.coursera.org/professional-certificates/data-warehouse-engineering,IBM Data Warehouse Engineer Professional Certificate,Rav Ahuja,"5,036","Master the most up-to-date practical skills and knowledge data warehouse engineers use in their daily rolesLearn how to deploy, manage, secure, operationalize, monitor and optimize relational database systems like MySQL, PostgreSQL, and BD2Develop working knowledge of various types of SQL and queries to access and manipulate data in databasesDesign and populate data warehouses and analyze the data with Business Intelligence (BI) tools like Cognos Analytics","Enterprise Data Warehouse (EDW),Data Science,Extract Transform Load (ETL),Postgresql,Database Architecture,Business Intelligence (BI),Relational Database (RDBMS),SQL,NoSQL,MySQL,Database (DBMS),database (DB) design,View all skills",New to Data Management? Start here.,4.7,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ibm-it-project-manager,IBM IT Project Manager Professional Certificate,John Rofrano,"11,982","Master the most up-to-date practical skills and tools IT project managers use in their daily rolesLearn Agile concepts of adaptive planning, iterative development, and continuous improvement leading to early deliveries and high customer valueTrack and manage projects, including addressing difficult client situations and how activities shift throughout the project management lifecycleApply your new skills to real-world projects and hands-on labs","Project Management,Scrum Master,Risk Management,Communication,Information Technology,Leadership,agile",New to Leadership and Management? Start here.,4.8,4 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/foundations-of-cybersecurity,Foundations of Cybersecurity,Google Career Certificates,"531,531",Recognize core skills and knowledge needed to become a cybersecurity analystIdentify how security attacks impact business operationsExplain security ethicsIdentify common tools used by cybersecurity analysts,"Cybersecurity,Information Security (INFOSEC),Ethics in cybersecurity,NIST Cybersecurity Framework (CSF),Historical Attacks","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.9,21 hours (approximately),Beginner level,
https://www.coursera.org/specializations/bi-foundations-sql-etl-data-warehouse,"BI Foundations with SQL, ETL and Data Warehousing Specialization",Rav Ahuja,"6,432","Write SQL queries to work with relational databases including CREATE TABLE, SELECT, INSERT, UPDATE, DELETE, ORDER, JOIN, Functions, etc.Execute commonly used Linux commands;  Automate Extract, Transform and Load (ETL) jobs and data pipelines using BASH scripts, Apache Airflow &amp; KafkaDesign Data Warehouses using star and snowflake schemas, loading and verify data in staging areas, build cubes, rollups and materialized views/tablesAnalyze data in warehouses using interactive reports and dashboards using BI tools such as Cognos Analytics","Python Programming,Cloud Databases,Relational Database Management System (RDBMS),SQL,Jupyter notebooks,Data Warehousing,Business Intelligence (BI),cognos analytics,Cube and Rollup,Star and Snowflake Schema,Shell Script,Bash (Unix Shell),Extract Transform and Load (ETL),Linux,Linux Commands,Data Engineer,Apache Kafka,Apache Airflow,Data Pipelines,View all skills",New to Data Management? Start here.,4.6,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/generative-ai-for-everyone,Generative AI Fundamentals Specialization,Rav Ahuja,"4,088","Explain the fundamental concepts, capabilities, models, tools, applications, and platforms of generative AI foundation models.Apply powerful prompt engineering techniques to write effective prompts and generate desired outcomes from AI models.Discuss the limitations of generative AI and explain the ethical concerns and considerations for the responsible use of generative AI.Recognize the ability of generative AI to enhance your career and help implement improvements at your workplace.","Artificial Intelligence (AI),Prompt Engineering,Generative AI Careers,Generative AI,Foundation Models",New to Machine Learning? Start here.,4.7,1 months at 5 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/google-it-automation,Google IT Automation with Python Professional Certificate,Google Career Certificates,"654,157","Automate tasks by writing Python scriptsUse Git and GitHub for version controlManage IT resources at scale, both for physical machines and virtual machines in the cloud Analyze real-world IT problems and implement the appropriate strategies to solve those problems","Configuration Management,Python Programming,Using Version Control,Troubleshooting &amp; Debugging,Automation",New to Support and Operations? Start here.,4.8,6 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/generative-ai-for-everyone,Generative AI for Everyone,,,"What generative AI is and how it works, its common use cases, and what this technology can and cannot do.How to think through the lifecycle of a generative AI project, from conception to launch, including how to build effective prompts.The potential opportunities and risks that generative AI technologies present to individuals, businesses, and society.","Generative AI Tools,Large Language Models,AI strategy,Generative AI,AI Productivity","Learner reviewsShowing 3 of 6194.9619 reviews5 stars88.90%4 stars9.35%3 stars0.95%2 stars0.31%1 star0.47%RRF5Reviewed on Nov 25, 2023I think it’s a must to watch for every one interested in this field. Also helps you get better sleep after all the media hype that AI is gonna take the world :)AAA5Reviewed on Nov 21, 2023It's easy to follow the explanation as a beginner and is presented articulately. I love this course, and I'm saving it for future revisits from time to time.IIA5Reviewed on Dec 18, 2023Awesome, it's great to learn such a complex topic in a soothing and calm way that takes away anxiety and enhances your understanding of a topic Andrew , Love from Pakistan.View more reviews",,,,
https://www.coursera.org/specializations/wharton-business-foundations,Business Foundations Specialization,Michael R Roberts,"210,612","Understand branding and go-to-market strategiesRead income statements, balance sheets, and cash flow statementsManage people through motivation and reward systemsAnalyze and improve business processes in services or manufacturing","Financial Accounting,Accounting,Financial Statement,Balance Sheet,Decision-Making,Change Management,Human Resources (HR),Process Management,Operations Management,Six Sigma,Inventory,Finance,Marketing,Positioning (Marketing),Marketing Strategy,Customer Satisfaction,Discounted Cash Flow,Corporate Finance,Cash Flow Analysis,View all skills",New to Business Essentials? Start here.,4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ibm-full-stack-javascript-developer,IBM Full-Stack JavaScript Developer Professional Certificate,IBM Skills Network Team,,"Master the full-stack development languages, frameworks, tools, and technologies to develop job-ready skills valued by employers.Write, deploy, and scale cloud-native back-end applications using Node, NoSQL databases, containers, microservices, and serverless.Develop websites and front-end software using HTML, CSS, JavaScript, and React.Employ DevOps practices and Agile methodologies to continuously build and deploy software using CI/CD tools.","Full-Stack Development,Azure DevOps,javascript library,JavaScript,React,Node",New to Software Development? Start here.,4.9,5 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,IBM Applied AI Professional Certificate,Abhishek Gagneja,"7,727","Understand the definition of AI, its applications and use cases, and explain terms like machine learning, deep learning, and neural networks Create AI chatbots and virtual assistants without any programming and deploy them on a website Build AI-powered solutions using IBM Watson AI services, APIs, and Python with minimal coding Apply computer vision techniques using Python, OpenCV, &amp; Watson and develop custom image classification models and deploy them to the Cloud","Artificial Intelligence (AI),Data Science,Machine Learning,Deep Learning,Jobs,Python Programming,Artifical Intelligence,Watson AI,Chatbot,ChatGPT,Large Language Models (LLM),Natural Language Generation,Generative AI,Application development,Web Application,Flask,Data Analysis,Numpy,Pandas,Prompt Engineering,prompt patterns,View all skills","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.6,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data Science Fundamentals with Python and SQL Specialization,Murtaza Haider,"40,469","Working knowledge of Data Science Tools such as Jupyter Notebooks, R Studio, GitHub, Watson StudioPython programming basics including data structures, logic, working with files, invoking APIs, and libraries such as Pandas and NumpyStatistical Analysis techniques including  Descriptive Statistics, Data Visualization, Probability Distribution, Hypothesis Testing and RegressionRelational Database fundamentals including SQL query language, Select statements, sorting &amp; filtering, database functions, accessing multiple tables","Probability And Statistics,Basic Descriptive Statistics,Statistical Hypothesis Testing,Data Visualization,Regression Analysis,Data Science,Data Analysis,Python Programming,Numpy,Pandas,Jupyter notebooks,Cloud Databases,Relational Database Management System (RDBMS),SQL,Github,Rstudio,View all skills","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.6,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/key-technologies-for-business,Key Technologies for Business Specialization,Alex Aklson,"17,416","Understand key technologies driving modern businesses and have meaningful conversations around Cloud, Data and AI, and related buzzwordsGain Foundational Knowledge of Cloud Computing, Public/Private/Hybrid Clouds, IaaS/PaaS/SaaS, VMs, Cloud Storage &amp; Cloud Native practices like DevOpsDescribe Artificial Intelligence, Machine Learning, Deep Learning, Neural Networks, their impact on society, and our future in an AI enabled worldOutline what is Data Science, tasks that a Data Scientist performs, and how Data Science is revolutionizing virtually all industries and businesses","Data Science,Business,Cloud Computing,technology,Artificial Intelligence (AI)",New to Business Essentials? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/digital-strategy,IBM &amp; Darden Digital Strategy Specialization,Michael Lenox,"4,596",Understand the value of data and how the rapid growth of technologies such as artificial intelligence and cloud computing are transforming business.,"Artificial Intelligence (AI),Data Science,Cloud Computing,Business Strategy,Digital transformation",New to Machine Learning? Start here.,4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ibm-data-engineer,IBM Data Engineering Professional Certificate,IBM Skills Network Team,"14,465","Master the most up-to-date practical skills and knowledge data engineers use in their daily rolesLearn to create, design, &amp; manage relational databases &amp; apply database administration (DBA) concepts to RDBMSs such as MySQL, PostgreSQL, &amp; IBM Db2 Develop working knowledge of NoSQL &amp; Big Data using MongoDB, Cassandra, Cloudant, Hadoop, Apache Spark, Spark SQL, Spark ML, and Spark Streaming Implement ETL &amp; Data Pipelines with Bash, Airflow &amp; Kafka; architect, populate, deploy Data Warehouses; create BI reports &amp; interactive dashboards","Data Science,Data Analysis,Python Programming,ETL &amp; Data Pipelines,NoSQL and Big Data,SQL,Apache Spark,Database (DBMS),Relational Database Management Systems (RDBMS)","Why people choose Coursera for their careergo to previous testimonial“The IBM Data Engineering Professional Certificate opened my eyes to the wonderful world of data. It also gave me the basics to start doing some data projects on my own in order to remain competitive.
 David F.Learning from the U.S.IBM Data Engineering“The IBM Data Engineering Professional Certificate opened my eyes to the wonderful world of data. It also gave me the basics to start doing some data projects on my own in order to remain competitive.
 David F.Learning from the U.S.IBM Data Engineeringgo to next testimonial",4.6,5 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/data-engineering-foundations,Data Engineering Foundations Specialization,Abhishek Gagneja,"12,211","Working knowledge of Data Engineering Ecosystem and Lifecycle. Viewpoints and tips from Data professionals on starting a career in this domain.Python programming basics including data structures, logic, working with files, invoking APIs, using libraries such as Pandas and Numpy, doing ETL.Relational Database fundamentals including Database Design, Creating Schemas, Tables, Constraints, and working with MySQL, PostgreSQL &amp; IBM Db2.SQL query language, SELECT, INSERT, UPDATE, DELETE statements, database functions, stored procs, working with multiple tables, JOINs, &amp; transactions.","Extraction, Transformation And Loading (ETL),Python Programming,Relational Database Management System (RDBMS),Information Engineering,SQL",New to Data Management? Start here.,4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/applied-data-science,Applied Data Science Specialization,Dr. Pooja,"15,184",Develop an understanding of Python fundamentalsGain practical Python skills and apply them to data analysisCommunicate data insights effectively through data visualizationsCreate a project demonstrating your understanding of applied data science techniques and tools,"Model Selection,Data Analysis,Python Programming,Data Visualization,Predictive Modelling,Dashboards and Charts,dash,Matplotlib,Data Science,Pandas,Jupyter notebooks,Numpy,Github,Jupyter Notebook,K-Means Clustering,Methodology,Data Science Methodology,View all skills","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.6,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,IBM Data Analytics with Excel and R Professional Certificate,IBM Skills Network Team,"21,495","Master the most up-to-date practical skills and knowledge data analysts use in their daily rolesLearn how to perform data analysis, including data preparation, statistical analysis, and predictive modeling using R, R Studio, and JupyterUtilize Excel spreadsheets to perform a variety of data analysis tasks like data wrangling, using pivot tables, data mining, &amp; creating chartsCommunicate your data findings using various data visualization techniques including, charts, plots &amp; interactive dashboards with Cognos and R Shiny","Data Visualization (DataViz),Data Science,Spreadsheet,Data Analysis,Microsoft Excel,IBM Cognos Analytics,Relational Databases (RDBMS),Dashboard,Data Visualization,R Programming,Pivot Table","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.7,3 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/data-analysis-visualization-foundations,Data Analysis and Visualization Foundations Specialization,IBM Skills Network Team,"16,920","Describe the data ecosystem, tasks a Data Analyst performs, as well as skills and tools required for successful data analysisExplain basic functionality of spreadsheets and utilize Excel to perform a variety of data analysis tasks like data wrangling and data miningList various types of charts and plots and create them in Excel as well as work with Cognos Analytics to generate interactive dashboards","Data Analysis,Microsoft Excel,IBM Cognos Analytics,Dashboard,Data Visualization,Data Structure,cognos analytics,Pivot Charts,Data Science,Spreadsheet,Pivot Table","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ibm-backend-development,IBM Back-End Development Professional Certificate,John Rofrano,"3,974","Master the most up-to-date practical skills and knowledge that back-end developers use in their daily rolesLearn to deploy and scale applications using methodologies and tools, Docker, Kubernetes, microservices, and serverless functionsWrite back-end applications with object-oriented programming languages including server-side Python while using version control and package managersEmploy continuous integration / continuous development (CI/CD) and monitoring methodologies to facilitate software development life-cycle automation","Django (Web Framework),Mongodb,Docker,Flask,Representational State Transfer (REST),Object Relational Mapping (ORM),Relational Database (RDBMS),SQL,Back-End Applications,Observability,Telemetry,Monitoring,logging,Tracing,Cloud Applications,Openshift,Microservices,serverless,Distributed Version Control Systems (DVCS),Git (Software),Github,open source,Cloning and forking,Kubernetes,Containers,Cloud Native,Data Science,Data Analysis,Python Programming,Numpy,Pandas,Software Engineering,Software Architecture,Agile and Scrum,Software Development Lifecycle (SDLC),Shell Script,Bash (Unix Shell),Extract Transform and Load (ETL),Linux,Linux Commands,Application development,Web Application,Artificial Intelligence (AI),Open Web Application Security Project (OWASP),security,View all skills",New to Software Development? Start here.,4.7,12 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/ibm-ai-foundations-for-business,IBM AI Foundations for Business Specialization,Alex Aklson,"13,951",,"Artificial Intelligence (AI),Data Science,Leadership,Information Technology (IT) Architecture,Data Architecture",New to Machine Learning? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/natural-language-processing,Natural Language Processing Specialization,Łukasz Kaiser,"118,906","Use logistic regression, naïve Bayes, and word vectors to implement sentiment analysis, complete analogies &amp; translate words.Use dynamic programming, hidden Markov models, and word embeddings to implement autocorrect, autocomplete &amp; identify part-of-speech tags for words.Use recurrent neural networks, LSTMs, GRUs &amp; Siamese networks in Trax for sentiment analysis, text generation &amp; named entity recognition.Use encoder-decoder, causal, &amp; self-attention to machine translate complete sentences, summarize text, build chatbots &amp; question-answering.","Machine Translation,Transformers,Sentiment Analysis,Word2vec,Attention Models",New to Machine Learning? Start here.,4.6,3 months at 10 hours a week,Intermediate level,
https://www.coursera.org/professional-certificates/meta-back-end-developer,Meta Back-End Developer Professional Certificate,Taught by Meta Staff,"68,402","Gain the technical skills required to become a qualified back-end developerLearn to use programming systems including Python Syntax, Linux commands, Git, SQL, Version Control, Cloud Hosting, APIs, JSON, XML and moreBuild a portfolio using your new skills and begin interview preparation including tips for what to expect when interviewing for engineering jobsLearn in-demand programming skills and how to confidently use code to solve problems","Django (Web Framework),API endpoints,MySQL,HTML,Production environments,JavaScript,Cascading Style Sheets (CSS),Version Control,Github,Bash (Unix Shell),Web Development,Linux,Data Structure,Computer Science,Algorithms,Communication,Pseudocode,Filtering and ordering,Serializers and deserializers,Authentication and authorization,Debugging,REST APIs,Build a data model,Design a web application,Computer Programming,Python Programming,Application Programming Interfaces (API),Cloud Hosting,database administration,Database (DBMS),View all skills",New to Mobile and Web Development? Start here.,4.7,8 months at 6 hours a week,Beginner level,
https://www.coursera.org/specializations/wharton-business-financial-modeling,Business and Financial Modeling Specialization,Sergei Savin,"83,677",Create your own quantitative modelsHarness the power of spreadsheets to map and predict dataUnderstand the measurement and management of riskStructure your decision-making for optimum results,"Financial Modeling,Microsoft Excel,Simulation,Linear Programming (LP)",New to Business Essentials? Start here.,4.5,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/tensorflow-in-practice,DeepLearning.AI TensorFlow Developer Professional Certificate,Laurence Moroney,"193,686","Best practices for TensorFlow, a popular open-source machine learning framework to train a neural network for a computer vision applications.Handle real-world image data and explore strategies to prevent overfitting, including augmentation and dropout.Build natural language processing systems using TensorFlow.Apply RNNs, GRUs, and LSTMs as you train them using text repositories.","Computer Vision,Convolutional Neural Network,Machine Learning,Natural Language Processing",New to Machine Learning? Start here.,4.7,2 months at 10 hours a week,Intermediate level,
https://www.coursera.org/specializations/ai-for-business-wharton,AI For Business Specialization,Michael R Roberts,"17,607",,"Artificial Intelligence (AI),Analytics,Machine Learning,Management,Fraud Prevention",New to Leadership and Management? Start here.,4.7,1 months at 10 hours a week,Beginner level,
https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,Machine Learning Engineering for Production (MLOps) Specialization,Andrew Ng,"64,255","Design an ML production system end-to-end: project scoping, data needs, modeling strategies, and deployment requirements.Establish a model baseline, address concept drift, and prototype how to develop, deploy, and continuously improve a productionized ML application.Build data pipelines by gathering, cleaning, and validating datasets. Establish data lifecycle by using data lineage and provenance metadata tools.Apply best practices and progressive delivery techniques to maintain and monitor a continuously operating production system.","Model Pipelines,Deployment Pipelines,Machine Learning Engineering for Production,Managing Machine Learning Production Systems,Data Pipelines",New to Machine Learning? Start here.,4.6,2 months at 10 hours a week,Advanced level,
https://www.coursera.org/learn/manage-security-risks,Play It Safe: Manage Security Risks,Google Career Certificates,"208,273","Identify the primary threats, risks, and vulnerabilities to business operationsExamine how organizations use security frameworks and controls to protect business operationsDefine commonly used Security Information and Event Management (SIEM) toolsUse a playbook to respond to threats, risks, and vulnerabilities","Information Security (INFOSEC),NIST Risk Management Framework (RMF),Security Audits,NIST Cybersecurity Framework (CSF),Incident Response Playbooks","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,11 hours (approximately),Beginner level,
https://www.coursera.org/learn/foundations-user-experience-design,Foundations of User Experience (UX) Design,Google Career Certificates,"1,131,286","Identify common job responsibilities of entry-level UX designers and other teams you might work with. Understand foundational concepts in UX design, such as user-centered design, the design process, accessibility, and equity-focused design. Explain why design sprints are an important and useful part of a UX designer’s work.","User Experience (UX),Prototype,Wireframe,User Experience Design (UXD),UX Research","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,26 hours (approximately),Beginner level,
https://www.coursera.org/learn/prompt-engineering,Prompt Engineering for ChatGPT,Dr. Jules White,"212,470","How to apply prompt engineering to effectively work with large language models, like ChatGPTHow to use prompt patterns to tap into powerful capabilities within large language modelsHow to create complex prompt-based applications for your life, business, or education","Prompt Engineering,ChatGPT,chain of thought prompting,prompt patterns,Large Language Models","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,18 hours (approximately),Beginner level,
https://www.coursera.org/learn/project-initiation-google,Project Initiation: Starting a Successful Project,Google Career Certificates,"593,695",Understand the significance of the initiation phase of the project life cycle.Understand the key components of project charters and develop a project charter for project initiation.Complete a stakeholder analysis and utilize RACI charts to define and communicate project team member responsibilities.Evaluate various project management tools to meet project needs.,"Project Management,Strategic Thinking,Business Writing,Stakeholder Management,Project Charter","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,21 hours (approximately),Beginner level,
https://www.coursera.org/specializations/microsoft-365-fundamentals,Microsoft 365 Fundamentals Specialization,Microsoft,"79,803",You will learn how to work more collaboratively and more effectively using a suite of productivity-enhancing applications.,"Create and edit a workbook with multiple sheets,Create and manage presentations,Describe the apps and services available in a Microsoft 365 subscription,Represent data visually,Create and maintain professional looking documents,View all skills",New to Business Essentials? Start here.,4.7,2 months at 10 hours a week,Beginner level,
https://www.coursera.org/learn/indigenous-canada,Indigenous Canada,,,,"Art,History,Indigenous Studies,Human Rights and Allyship,Politics","Learner reviewsShowing 3 of 216224.821,622 reviews5 stars84.39%4 stars13.72%3 stars1.41%2 stars0.22%1 star0.24%JJH5Reviewed on Feb 14, 2021Highly recommended - I have recommended it some of my staff who are interested in both taking the course and reading the materials. I should note they are First Nations and are as interested as I was.LLH5Reviewed on Jun 30, 2021I thoroughly enjoyed this course in the the way it is presented and the information given. It expanded my knowledge and insights of indigenous history, culture, and knowledge, as well as so much more.MMJ5Reviewed on Dec 9, 2020Thanks for teaching me a lot about indigenous history in Canada. I am inspired to learn more. I just finished Chelsea Vowel’s book, Indigenous Writes and I’m currently reading the summary of the RCAP.View more reviews",,,,
https://www.coursera.org/learn/ask-questions-make-decisions,Ask Questions to Make Data-Driven Decisions,Google Career Certificates,"917,455",Explain how the problem-solving road map applies to typical analysis scenarios. Discuss the use of data in the decision-making process.Demonstrate the use of spreadsheets to complete basic tasks of the data analyst including entering and organizing data.Describe the key ideas associated with structured thinking.,"Decision-Making,Spreadsheet,Data Analysis,Problem Solving,Questioning","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.7,21 hours (approximately),Beginner level,
https://www.coursera.org/professional-certificates/hrci-human-resource-associate,HRCI Human Resource Associate Professional Certificate,Rachel Landers,"25,681",Explain the requirements and techniques to recruit and retain talent for an organizationUnderstand how performance management and feedback impact employee relations in an organizationEvaluate the various benefits of total remuneration and technology for an organization,"Employee Relations,Training development,Performance Management,Recruitment,Compliance strategy","Why people choose Coursera for their careerFelipe M.Learner since 2018""To be able to take courses at my own pace and rhythm has been an amazing experience. I can learn whenever it fits my schedule and mood.""Jennifer J.Learner since 2020""I directly applied the concepts and skills I learned from my courses to an exciting new project at work.""Larry W.Learner since 2021""When I need courses on topics that my university doesn't offer, Coursera is one of the best places to go.""Chaitanya A.""Learning isn't just about being better at your job: it's so much more than that. Coursera allows me to learn without limits.""",4.8,5 months at 6 hours a week,Beginner level,
https://www.coursera.org/professional-certificates/ibm-machine-learning,IBM Machine Learning Professional Certificate,Kopal Garg,"26,812","Master the most up-to-date practical skills and knowledge machine learning experts use in their daily rolesLearn how to compare and contrast different machine learning algorithms by creating recommender systems in Python Develop working knowledge of KNN, PCA, and non-negative matrix collaborative filteringPredict course ratings by training a neural network and constructing regression and classification models","Ensemble Learning,Linear Regression,Machine Learning,Feature Engineering,Ridge Regression,Statistical Hypothesis Testing,Machine Learning (ML) Algorithms,Supervised Learning,Regression Analysis,Exploratory Data Analysis,Artificial Intelligence (AI),Decision Tree,View all skills",New to Machine Learning? Start here.,4.6,3 months at 10 hours a week,Intermediate level,
https://www.coursera.org/learn/financial-markets-global,Financial Markets,,,,"Behavioral Finance,Financial Markets,Finance,Behavioral Economics","Learner reviewsShowing 3 of 263844.826,384 reviews5 stars85.60%4 stars11.79%3 stars1.49%2 stars0.31%1 star0.79%BBK5Reviewed on Oct 26, 2021This course is so useful to know about finance in depth it gives more examples about the finance . It help to make more decision in finance market. It also motivate students to attract towards financeCCP4Reviewed on Jul 16, 2020Almost a perfect course, with a lot of amazing information. The only bad thing is the class materials are to static and fuelled with info but it will completely change what you know about finantials.EEM5Reviewed on Nov 4, 2018This was really a great experience. A course taught by a valued teach. Enjoyed it all the way though I would have liked more mathematical and theoretical models. But then where do you end in a MOOC ?View more reviews",,,,
